,Date,Positive,Neutral,Negative,Final Sentiment
87,2002-05-22,0.303453654050827,0.5958379507064819,0.10070842504501343,neutral
88,2002-05-23,0.08040032535791397,0.8590367436408997,0.06056297570466995,neutral
89,2002-05-24,0.017219005152583122,0.04062578082084656,0.9421551823616028,negative
90,2002-05-28,0.3864756226539612,0.236298069357872,0.377226322889328,positive
91,2002-05-30,0.013262818567454815,0.04213253781199455,0.9446046352386475,negative
92,2002-06-03,0.731991171836853,0.07463819533586502,0.19337056577205658,positive
93,2002-06-10,0.05697677657008171,0.9176877737045288,0.025335459038615227,neutral
94,2002-06-11,0.4322558641433716,0.48747408390045166,0.08027005940675735,neutral
95,2002-06-12,0.29820871353149414,0.6392547488212585,0.0625365674495697,neutral
96,2002-06-13,0.04556247591972351,0.04360144957900047,0.9108360409736633,negative
97,2002-06-14,0.11384567618370056,0.8452747464179993,0.040879569947719574,neutral
98,2002-06-17,0.1332489252090454,0.7709175944328308,0.09583346545696259,neutral
99,2002-06-27,0.6643964052200317,0.136653333902359,0.19895018637180328,positive
100,2002-06-28,0.09386232495307922,0.4375302791595459,0.4686073660850525,negative
101,2002-07-05,0.9051850438117981,0.0643586739897728,0.030456282198429108,positive
102,2002-07-08,0.23124265670776367,0.04317505657672882,0.7255822420120239,negative
103,2002-07-11,0.2030113786458969,0.14646825194358826,0.650520384311676,negative
104,2002-07-15,0.01621798239648342,0.04564756527543068,0.938134491443634,negative
105,2002-07-19,0.7155515551567078,0.1245327964425087,0.15991562604904175,positive
106,2002-07-22,0.038295943289995193,0.05319317430257797,0.9085108637809753,negative
107,2002-07-31,0.20556052029132843,0.4699883759021759,0.3244510591030121,neutral
108,2002-08-01,0.17728866636753082,0.051418375223875046,0.7712929248809814,negative
109,2002-08-02,0.6989055275917053,0.21940138936042786,0.08169309049844742,positive
110,2002-08-06,0.34860289096832275,0.14085280895233154,0.5105443596839905,negative
111,2002-08-08,0.03982797637581825,0.03297095000743866,0.9272010922431946,negative
112,2002-08-14,0.09805496782064438,0.08574323356151581,0.8162018060684204,negative
113,2002-08-27,0.7973070740699768,0.1923079639673233,0.010384924709796906,positive
114,2002-09-05,0.7860262393951416,0.07699263840913773,0.13698114454746246,positive
115,2002-09-11,0.023849306628108025,0.11777885258197784,0.8583718538284302,negative
116,2002-09-23,0.09883147478103638,0.8793743848800659,0.021794164553284645,neutral
117,2002-09-29,0.07907696813344955,0.6817198991775513,0.2392030954360962,neutral
118,2002-09-30,0.7822057008743286,0.10815581679344177,0.109638512134552,positive
119,2002-10-11,0.28421539068222046,0.5953444242477417,0.12044017016887665,neutral
120,2002-10-15,0.029767654836177826,0.9259904623031616,0.04424189403653145,neutral
121,2002-10-19,0.020945945754647255,0.18386949598789215,0.7951845526695251,negative
122,2002-10-30,0.42553526163101196,0.052436765283346176,0.5220280289649963,negative
123,2002-11-27,0.05990803241729736,0.9233918786048889,0.01670006848871708,neutral
124,2002-12-02,0.10188165307044983,0.04536156728863716,0.8527567386627197,negative
125,2002-12-06,0.6857125163078308,0.2913793623447418,0.02290809340775013,positive
126,2002-12-12,0.7405884265899658,0.1641053855419159,0.09530619531869888,positive
127,2002-12-13,0.18180468678474426,0.37275734543800354,0.4454379081726074,negative
128,2002-12-16,0.2041943222284317,0.7328348159790039,0.06297087669372559,neutral
129,2002-12-20,0.03350672870874405,0.9250481724739075,0.04144509136676788,neutral
130,2002-12-23,0.8322654962539673,0.1277581751346588,0.039976343512535095,positive
131,2002-12-26,0.07483378797769547,0.03528853505849838,0.8898776769638062,negative
132,2003-01-06,0.2950051724910736,0.13622166216373444,0.5687731504440308,negative
133,2003-01-14,0.18086104094982147,0.11778715252876282,0.7013518214225769,negative
134,2003-01-16,0.6311808228492737,0.174337238073349,0.1944819688796997,positive
135,2003-01-21,0.7690702676773071,0.16783075034618378,0.0630989819765091,positive
136,2003-01-23,0.9123806953430176,0.04181336984038353,0.045805975794792175,positive
137,2003-02-04,0.1571148931980133,0.7790243029594421,0.06386075168848038,neutral
138,2003-02-05,0.41165244579315186,0.1429361253976822,0.44541141390800476,negative
139,2003-02-07,0.8923435211181641,0.03902694582939148,0.06862955540418625,positive
140,2003-02-10,0.19111067056655884,0.2633419632911682,0.5455474257469177,negative
141,2003-02-11,0.22100462019443512,0.4843731224536896,0.2946222722530365,neutral
142,2003-02-12,0.010307827033102512,0.020386794582009315,0.9693054556846619,negative
143,2003-02-14,0.009203494526445866,0.019464408978819847,0.9713321328163147,negative
144,2003-02-18,0.010255583561956882,0.017364980652928352,0.9723793864250183,negative
145,2003-02-26,0.13703088462352753,0.06470561772584915,0.7982636094093323,negative
146,2003-03-18,0.9302408695220947,0.027600061148405075,0.04215914383530617,positive
147,2003-03-20,0.03020406700670719,0.028188949450850487,0.9416069984436035,negative
148,2003-03-21,0.11683326214551926,0.15546971559524536,0.7276970744132996,negative
149,2003-03-24,0.9383993744850159,0.029374076053500175,0.03222660720348358,positive
150,2003-03-30,0.9442596435546875,0.027493415400385857,0.028246911242604256,positive
151,2003-04-02,0.010242454707622528,0.018229283392429352,0.9715282320976257,negative
152,2003-04-03,0.028995515778660774,0.06576523929834366,0.9052391648292542,negative
153,2003-04-07,0.06558547914028168,0.13784188032150269,0.7965725660324097,negative
154,2003-04-08,0.7625765800476074,0.19280417263507843,0.04461922496557236,positive
155,2003-04-09,0.9038501381874084,0.047986216843128204,0.04816363751888275,positive
156,2003-04-17,0.1303720921278,0.7583046555519104,0.11132322251796722,neutral
157,2003-04-21,0.37021422386169434,0.4560466706752777,0.17373912036418915,neutral
158,2003-04-24,0.7504158616065979,0.05181989446282387,0.19776423275470734,positive
159,2003-04-25,0.39406514167785645,0.08871588110923767,0.5172190070152283,negative
160,2003-05-01,0.9267640113830566,0.027731474488973618,0.04550444707274437,positive
161,2003-05-06,0.575746476650238,0.16622181236743927,0.2580316364765167,positive
162,2003-05-09,0.12120120972394943,0.024102933704853058,0.8546958565711975,negative
163,2003-05-12,0.5819599628448486,0.17219942808151245,0.2458406239748001,positive
164,2003-05-14,0.8722067475318909,0.08000277727842331,0.04779054597020149,positive
165,2003-05-16,0.19623078405857086,0.060723721981048584,0.7430455088615417,negative
166,2003-05-19,0.8439086675643921,0.06017095223069191,0.09592040628194809,positive
167,2003-05-21,0.6742229461669922,0.1031360849738121,0.22264088690280914,positive
168,2003-05-23,0.09888008236885071,0.8863904476165771,0.014729456976056099,neutral
169,2003-05-27,0.4588082730770111,0.07607783377170563,0.4651139974594116,negative
170,2003-05-28,0.012141517363488674,0.03109104372560978,0.9567673802375793,negative
171,2003-05-30,0.008880342356860638,0.04971575364470482,0.9414039850234985,negative
172,2003-06-02,0.043632712215185165,0.050124384462833405,0.906242847442627,negative
173,2003-06-09,0.025080500170588493,0.04963158816099167,0.9252879619598389,negative
174,2003-06-11,0.9187014698982239,0.037872593849897385,0.04342592507600784,positive
175,2003-06-12,0.38038134574890137,0.13571341335773468,0.48390519618988037,negative
176,2003-06-13,0.022932635620236397,0.011490427888929844,0.9655769467353821,negative
177,2003-06-16,0.41279715299606323,0.20244577527046204,0.38475701212882996,positive
178,2003-06-18,0.09305645525455475,0.8953973650932312,0.011546201072633266,neutral
179,2003-06-19,0.07363735884428024,0.9116644263267517,0.014698238112032413,neutral
180,2003-06-23,0.4025087058544159,0.4314364194869995,0.16605490446090698,neutral
181,2003-06-25,0.3366336524486542,0.07659070938825607,0.5867756009101868,negative
182,2003-06-26,0.571271538734436,0.24717342853546143,0.18155504763126373,positive
183,2003-06-27,0.16441699862480164,0.06819577515125275,0.7673872709274292,negative
184,2003-07-02,0.1037534549832344,0.8125775456428528,0.08366893976926804,neutral
185,2003-07-03,0.8655564785003662,0.04831460490822792,0.08612886816263199,positive
186,2003-07-10,0.1949477195739746,0.06743915379047394,0.7376131415367126,negative
187,2003-07-15,0.00787264108657837,0.01870553009212017,0.9734217524528503,negative
188,2003-07-16,0.11764539033174515,0.8328797221183777,0.049474943429231644,neutral
189,2003-07-23,0.6807396411895752,0.11130349338054657,0.2079569399356842,positive
190,2003-07-25,0.8672255873680115,0.05216221511363983,0.08061223477125168,positive
191,2003-07-29,0.5487458109855652,0.2720927894115448,0.17916138470172882,positive
192,2003-07-30,0.029469631612300873,0.08547840267419815,0.8850519061088562,negative
193,2003-08-01,0.20119459927082062,0.08838404715061188,0.7104213833808899,negative
194,2003-08-04,0.025341255590319633,0.9354004859924316,0.0392581969499588,neutral
195,2003-08-05,0.17049509286880493,0.41157957911491394,0.41792532801628113,negative
196,2003-08-11,0.6919979453086853,0.23474010825157166,0.07326202094554901,positive
197,2003-08-12,0.012831070460379124,0.03644637018442154,0.9507225155830383,negative
198,2003-08-13,0.5171183347702026,0.3856910169124603,0.09719067066907883,positive
199,2003-08-14,0.710330605506897,0.2565397620201111,0.03312963992357254,positive
200,2003-08-15,0.21649575233459473,0.02486717328429222,0.7586370706558228,negative
201,2003-08-18,0.026481594890356064,0.9457002282142639,0.02781817317008972,neutral
202,2003-08-21,0.2076798379421234,0.06493496149778366,0.7273851633071899,negative
203,2003-08-22,0.09701874852180481,0.05844955891370773,0.8445316553115845,negative
204,2003-08-25,0.02314182184636593,0.03345225006341934,0.9434059262275696,negative
205,2003-08-27,0.8602502346038818,0.06805989146232605,0.07168992608785629,positive
206,2003-08-29,0.5940937995910645,0.09553496539592743,0.3103712499141693,positive
207,2003-09-02,0.010110097005963326,0.025435294955968857,0.964454710483551,negative
208,2003-09-03,0.8973512053489685,0.052308209240436554,0.050340548157691956,positive
209,2003-09-04,0.06698642671108246,0.030806411057710648,0.9022071957588196,negative
210,2003-09-05,0.710917055606842,0.2536199688911438,0.035462986677885056,positive
211,2003-09-08,0.03736075013875961,0.05864497274160385,0.9039942026138306,negative
212,2003-09-09,0.621383547782898,0.30446669459342957,0.07414979487657547,positive
213,2003-09-15,0.05587349832057953,0.0740899071097374,0.8700365424156189,negative
214,2003-09-19,0.8287484049797058,0.10680976510047913,0.06444177776575089,positive
215,2003-09-22,0.8065698742866516,0.12359548360109329,0.06983471661806107,positive
216,2003-09-25,0.3618510961532593,0.5777332186698914,0.06041562184691429,neutral
217,2003-09-28,0.15621834993362427,0.8206702470779419,0.023111432790756226,neutral
218,2003-09-30,0.916667640209198,0.03023006208240986,0.05310235917568207,positive
219,2003-10-01,0.017075976356863976,0.03004448488354683,0.9528794884681702,negative
220,2003-10-02,0.7427209615707397,0.041879329830408096,0.2153996378183365,positive
221,2003-10-03,0.012586326338350773,0.021579423919320107,0.9658342003822327,negative
222,2003-10-08,0.7261865735054016,0.13424918055534363,0.13956430554389954,positive
223,2003-10-13,0.7653379440307617,0.12203758209943771,0.11262450367212296,positive
224,2003-10-14,0.05904817953705788,0.9242782592773438,0.01667354814708233,neutral
225,2003-10-16,0.44767051935195923,0.1930244415998459,0.3593049943447113,positive
226,2003-10-23,0.05564281716942787,0.1260850429534912,0.8182721138000488,negative
227,2003-10-27,0.23586122691631317,0.3673695921897888,0.396769255399704,negative
228,2003-10-28,0.021552806720137596,0.7492874264717102,0.22915972769260406,neutral
229,2003-10-31,0.2826431095600128,0.09704999625682831,0.6203069686889648,negative
230,2003-11-04,0.7906435132026672,0.092386893928051,0.11696962267160416,positive
231,2003-11-05,0.38707631826400757,0.44971105456352234,0.16321256756782532,neutral
232,2003-11-06,0.022727472707629204,0.03858846053481102,0.9386841058731079,negative
233,2003-11-10,0.10925781726837158,0.2140507698059082,0.6766914129257202,negative
234,2003-11-12,0.8391055464744568,0.08156447857618332,0.07932998985052109,positive
235,2003-11-17,0.15620934963226318,0.12972033023834229,0.7140703201293945,negative
236,2003-11-19,0.0515688918530941,0.02782914787530899,0.9206019639968872,negative
237,2003-11-24,0.04475238546729088,0.08936871588230133,0.8658788800239563,negative
238,2003-11-28,0.8179111480712891,0.06932254880666733,0.11276634782552719,positive
239,2003-12-01,0.44161614775657654,0.49300503730773926,0.06537880003452301,neutral
240,2003-12-03,0.23055368661880493,0.1976674497127533,0.5717788338661194,negative
241,2003-12-09,0.2185732126235962,0.03735337033867836,0.7440734505653381,negative
242,2003-12-15,0.04553507640957832,0.04540913179516792,0.9090557098388672,negative
243,2003-12-16,0.017360202968120575,0.027600467205047607,0.9550393223762512,negative
244,2003-12-19,0.122632697224617,0.17643631994724274,0.7009309530258179,negative
245,2003-12-23,0.5828260779380798,0.06185399740934372,0.35531991720199585,positive
246,2003-12-26,0.7828822731971741,0.08339915424585342,0.13371846079826355,positive
247,2003-12-29,0.10989183187484741,0.841749370098114,0.04835878312587738,neutral
248,2003-12-30,0.5463505387306213,0.32945528626441956,0.12419423460960388,positive
249,2003-12-31,0.9274662137031555,0.054370567202568054,0.018163256347179413,positive
250,2004-01-08,0.8845993876457214,0.058890193700790405,0.056510355323553085,positive
251,2004-01-09,0.3543735444545746,0.4848267436027527,0.1607997864484787,neutral
252,2004-01-13,0.011600909754633904,0.02146156132221222,0.9669376015663147,negative
253,2004-01-14,0.2330044060945511,0.07909639924764633,0.687899112701416,negative
254,2004-01-15,0.013179314322769642,0.032534386962652206,0.9542863368988037,negative
255,2004-01-20,0.9124611020088196,0.05273526534438133,0.0348035991191864,positive
256,2004-01-21,0.7624577879905701,0.16231447458267212,0.07522773742675781,positive
257,2004-01-23,0.9426242113113403,0.02715272083878517,0.03022298775613308,positive
258,2004-01-26,0.08091025054454803,0.30780744552612305,0.611282229423523,negative
259,2004-01-27,0.39464303851127625,0.08377470076084137,0.521582305431366,negative
260,2004-01-28,0.14850769937038422,0.2161543220281601,0.6353380084037781,negative
261,2004-01-29,0.014208243228495121,0.025425508618354797,0.9603662490844727,negative
262,2004-02-03,0.873580276966095,0.09518574178218842,0.031233923509716988,positive
263,2004-02-05,0.7221848964691162,0.04576011002063751,0.23205500841140747,positive
264,2004-02-06,0.26733943819999695,0.04579484462738037,0.6868657469749451,negative
265,2004-02-11,0.4404749274253845,0.19417351484298706,0.3653515577316284,positive
266,2004-02-12,0.43249306082725525,0.21531113982200623,0.35219573974609375,positive
267,2004-02-13,0.2067660093307495,0.24105168879032135,0.5521822571754456,negative
268,2004-02-17,0.7109819650650024,0.08398036658763885,0.20503763854503632,positive
269,2004-02-18,0.35354378819465637,0.1094379872083664,0.5370182394981384,negative
270,2004-02-19,0.18726672232151031,0.32972070574760437,0.48301252722740173,negative
271,2004-02-20,0.02318286895751953,0.04949861392378807,0.9273185729980469,negative
272,2004-02-23,0.8145415782928467,0.06523305177688599,0.12022526562213898,positive
273,2004-02-24,0.8061708211898804,0.14039145410060883,0.05343770980834961,positive
274,2004-02-26,0.18988925218582153,0.15686887502670288,0.6532419323921204,negative
275,2004-03-01,0.2413644939661026,0.6750336289405823,0.08360186219215393,neutral
276,2004-03-02,0.011422885581851006,0.024373045191168785,0.9642041325569153,negative
277,2004-03-09,0.7861756086349487,0.09034472703933716,0.12347961962223053,positive
278,2004-03-11,0.7400186061859131,0.13595791161060333,0.12402352690696716,positive
279,2004-03-12,0.008490778505802155,0.021100953221321106,0.9704082608222961,negative
280,2004-03-17,0.7695050835609436,0.092464879155159,0.1380300372838974,positive
281,2004-03-18,0.7089561820030212,0.11184754222631454,0.17919623851776123,positive
282,2004-03-22,0.9352026581764221,0.037054773420095444,0.027742566540837288,positive
283,2004-03-23,0.9076453447341919,0.039986107498407364,0.05236860364675522,positive
284,2004-03-24,0.25101178884506226,0.36344197392463684,0.3855462074279785,negative
285,2004-03-30,0.8213139176368713,0.0930447205901146,0.08564130961894989,positive
286,2004-04-01,0.14995160698890686,0.1420123428106308,0.7080360651016235,negative
287,2004-04-02,0.3664673864841461,0.11315558850765228,0.5203770399093628,negative
288,2004-04-06,0.8450856804847717,0.07151014357805252,0.08340417593717575,positive
289,2004-04-07,0.37120547890663147,0.11328104883432388,0.5155133605003357,negative
290,2004-04-08,0.017301475629210472,0.03356434777379036,0.9491342306137085,negative
291,2004-04-20,0.022281458601355553,0.04047083109617233,0.9372477531433105,negative
292,2004-04-21,0.031109753996133804,0.1328246295452118,0.8360655903816223,negative
293,2004-04-23,0.01668892428278923,0.022450217977166176,0.9608609080314636,negative
294,2004-04-27,0.09674061834812164,0.1882413625717163,0.7150180339813232,negative
295,2004-05-05,0.08596348762512207,0.02913527563214302,0.884901225566864,negative
296,2004-05-07,0.012125913053750992,0.07471119612455368,0.9131628274917603,negative
297,2004-05-10,0.011470426805317402,0.019044699147343636,0.969484806060791,negative
298,2004-05-11,0.02035544253885746,0.039004310965538025,0.9406402111053467,negative
299,2004-05-14,0.42139482498168945,0.10133332014083862,0.47727176547050476,negative
300,2004-05-17,0.4689483940601349,0.22100290656089783,0.3100487291812897,positive
301,2004-05-19,0.650455892086029,0.16676779091358185,0.18277627229690552,positive
302,2004-05-20,0.012514607049524784,0.018888620659708977,0.9685967564582825,negative
303,2004-05-21,0.9196555018424988,0.05406561493873596,0.02627885714173317,positive
304,2004-05-27,0.25442618131637573,0.7174020409584045,0.028171773999929428,neutral
305,2004-05-28,0.04400959238409996,0.935715913772583,0.020274514332413673,neutral
306,2004-06-01,0.034367069602012634,0.0786333978176117,0.8869996070861816,negative
307,2004-06-07,0.9368619918823242,0.03910566493868828,0.024032358080148697,positive
308,2004-06-09,0.008573262020945549,0.017428729683160782,0.973997950553894,negative
309,2004-06-15,0.008770767599344254,0.017158888280391693,0.9740703105926514,negative
310,2004-06-18,0.9218316674232483,0.05287739261984825,0.02529097907245159,positive
311,2004-06-22,0.9427827000617981,0.030849657952785492,0.026367735117673874,positive
312,2004-06-23,0.9443238377571106,0.02644689939916134,0.029229260981082916,positive
313,2004-06-24,0.3628169894218445,0.19213394820690155,0.44504907727241516,negative
314,2004-06-28,0.009895557537674904,0.025893058627843857,0.9642113447189331,negative
315,2004-07-01,0.8426480889320374,0.05140531808137894,0.1059466153383255,positive
316,2004-07-02,0.5547067523002625,0.20602647960186005,0.23926684260368347,positive
317,2004-07-06,0.848246157169342,0.03143519535660744,0.1203187108039856,positive
318,2004-07-08,0.009895037859678268,0.01784691773355007,0.9722579717636108,negative
319,2004-07-12,0.37436142563819885,0.11929558217525482,0.5063429474830627,negative
320,2004-07-13,0.040046654641628265,0.05540456622838974,0.9045487642288208,negative
321,2004-07-14,0.8743383884429932,0.041456278413534164,0.08420538902282715,positive
322,2004-07-15,0.27298909425735474,0.06405125558376312,0.662959635257721,negative
323,2004-07-19,0.9415416717529297,0.030010851100087166,0.02844751439988613,positive
324,2004-07-20,0.014682303182780743,0.025351792573928833,0.9599660038948059,negative
325,2004-07-22,0.07203467190265656,0.045228514820337296,0.88273686170578,negative
326,2004-07-27,0.16280679404735565,0.22310425341129303,0.6140888929367065,negative
327,2004-07-28,0.5344400405883789,0.270711749792099,0.1948482245206833,positive
328,2004-07-30,0.26260679960250854,0.0518689900636673,0.6855241656303406,negative
329,2004-08-02,0.07988625764846802,0.06157456338405609,0.8585392236709595,negative
330,2004-08-03,0.015082397498190403,0.0229286290705204,0.9619889259338379,negative
331,2004-08-04,0.9422839879989624,0.028784899041056633,0.028931166976690292,positive
332,2004-08-05,0.019505543634295464,0.06557796895503998,0.914916455745697,negative
333,2004-08-06,0.871872067451477,0.07641994208097458,0.05170799419283867,positive
334,2004-08-09,0.09504655003547668,0.03630819171667099,0.8686452507972717,negative
335,2004-08-10,0.011074360460042953,0.03835144266486168,0.9505741596221924,negative
336,2004-08-11,0.3745889961719513,0.36686286330223083,0.25854814052581787,positive
337,2004-08-12,0.009084505029022694,0.022573165595531464,0.9683423042297363,negative
338,2004-08-13,0.01246277429163456,0.020213037729263306,0.9673241376876831,negative
339,2004-08-17,0.29876768589019775,0.051555145531892776,0.6496771574020386,negative
340,2004-08-19,0.7421151995658875,0.17221955955028534,0.0856652557849884,positive
341,2004-08-23,0.023939475417137146,0.0304353479295969,0.9456251859664917,negative
342,2004-08-24,0.012382139451801777,0.019749650731682777,0.9678682684898376,negative
343,2004-08-25,0.7973886132240295,0.09950298070907593,0.10310844331979752,positive
344,2004-08-27,0.015639718621969223,0.021899225190281868,0.9624611139297485,negative
345,2004-08-30,0.9363736510276794,0.038998719304800034,0.02462765760719776,positive
346,2004-08-31,0.571617603302002,0.09904231876134872,0.3293400704860687,positive
347,2004-09-01,0.015641966834664345,0.027592739090323448,0.9567652940750122,negative
348,2004-09-02,0.08010901510715485,0.18910062313079834,0.7307904362678528,negative
349,2004-09-07,0.038839180022478104,0.11212313920259476,0.8490377068519592,negative
350,2004-09-08,0.5432090759277344,0.16913646459579468,0.28765448927879333,positive
351,2004-09-09,0.9413890838623047,0.02777172066271305,0.03083910048007965,positive
352,2004-09-10,0.9363599419593811,0.03132650628685951,0.032313551753759384,positive
353,2004-09-15,0.07284397631883621,0.033170491456985474,0.8939855694770813,negative
354,2004-09-21,0.26160377264022827,0.7254694700241089,0.01292670052498579,neutral
355,2004-09-23,0.9189157485961914,0.03156227245926857,0.049522027373313904,positive
356,2004-09-29,0.24611172080039978,0.682823657989502,0.07106465101242065,neutral
